Country Name,Year,Tree Cover Loss (hectares)
Philippines,2006,57429.0
Philippines,2007,66498.0
Philippines,2008,38703.0
Philippines,2009,60890.0
Philippines,2010,102649.0
Philippines,2011,33253.0
Philippines,2012,59587.0
Philippines,2013,58871.0
Philippines,2014,102456.0
Philippines,2015,65896.0
Philippines,2016,129110.0
Philippines,2017,114281.0
Philippines,2018,70534.0
Philippines,2019,64039.0
Philippines,2020,63728.0
Philippines,2021,48883.0
Poland,2002,31070.0
Poland,2003,33293.0
Poland,2004,41874.0
Poland,2005,82379.0
Poland,2006,37680.0
Poland,2007,57311.0
Poland,2008,47941.0
Poland,2009,46926.0
Poland,2010,71835.0
Poland,2011,56650.0
Poland,2012,54896.0
Poland,2013,35015.0
Poland,2014,56279.0
Poland,2015,42743.0
Poland,2016,86510.0
Poland,2017,96252.0
Poland,2018,96846.0
Poland,2019,76721.0
Poland,2020,74959.0
Poland,2021,77568.0
Portugal,2002,34903.0
Portugal,2003,26840.0
Portugal,2004,55315.0
Portugal,2005,38934.0
Portugal,2006,42566.0
Portugal,2007,36322.0
Portugal,2008,33615.0
Portugal,2009,39860.0
Portugal,2010,48401.0
Portugal,2011,26673.0
Portugal,2012,58236.0
Portugal,2013,51884.0
Portugal,2014,60259.0
Portugal,2015,46097.0
Portugal,2016,94647.0
Portugal,2018,97437.0
Portugal,2019,36886.0
Portugal,2020,62044.0
Portugal,2021,37224.0
Romania,2002,16356.0
Romania,2003,9428.0
Romania,2004,18859.0
Romania,2005,19418.0
Romania,2006,13067.0
Romania,2007,38082.0
Romania,2008,17535.0
Romania,2009,16177.0
Romania,2010,17782.0
Romania,2011,16927.0
Romania,2012,30650.0
Romania,2013,12946.0
Romania,2014,19482.0
Romania,2015,10906.0
Romania,2016,23045.0
Romania,2017,19187.0
Romania,2018,18974.0
Romania,2019,12266.0
Romania,2020,27446.0
Romania,2021,14699.0
Rwanda,2002,941.0
Rwanda,2003,1061.0
Rwanda,2004,1122.0
Rwanda,2005,822.0
Rwanda,2006,746.0
Rwanda,2007,1430.0
Rwanda,2008,1101.0
Rwanda,2009,1382.0
Rwanda,2010,2450.0
Rwanda,2011,926.0
Rwanda,2012,1090.0
Rwanda,2013,2473.0
Rwanda,2014,2889.0
Rwanda,2015,2217.0
Rwanda,2016,2778.0
Rwanda,2017,2729.0
Rwanda,2018,4291.0
Rwanda,2019,2516.0
Rwanda,2020,3187.0
Rwanda,2021,2922.0
San Marino,2004,1.0
San Marino,2007,1.0
San Marino,2019,1.0
Senegal,2002,164.0
Senegal,2003,38.0
Senegal,2004,128.0
Senegal,2005,72.0
Senegal,2006,41.0
Senegal,2007,172.0
Senegal,2008,285.0
Senegal,2009,161.0
Senegal,2010,154.0
Senegal,2011,117.0
Senegal,2012,85.0
Senegal,2013,375.0
Senegal,2014,327.0
Senegal,2015,293.0
Senegal,2016,255.0
Senegal,2017,392.0
Senegal,2018,301.0
Senegal,2019,278.0
Senegal,2020,758.0
Senegal,2021,177.0
Serbia,2002,1135.0
Serbia,2003,865.0
Serbia,2004,2638.0
Serbia,2005,1551.0
Serbia,2006,1891.0
Serbia,2007,2254.0
Serbia,2008,3260.0
Serbia,2009,2507.0
Serbia,2010,2462.0
Serbia,2011,2210.0
Serbia,2012,3478.0
Serbia,2013,2798.0
Serbia,2014,4388.0
Serbia,2015,2815.0
Serbia,2016,4676.0
Serbia,2017,3571.0
Serbia,2018,3966.0
Serbia,2019,3962.0
Serbia,2020,4987.0
Serbia,2021,4072.0
Seychelles,2012,1.0
Seychelles,2013,1.0
Seychelles,2014,2.0
Seychelles,2019,1.0
Sierra Leone,2002,15310.0
Sierra Leone,2003,9099.0
Sierra Leone,2004,4020.0
Sierra Leone,2005,6872.0
Sierra Leone,2006,28526.0
Sierra Leone,2007,21878.0
Sierra Leone,2008,20925.0
Sierra Leone,2009,30546.0
Sierra Leone,2010,8782.0
Sierra Leone,2011,33929.0
Sierra Leone,2012,16356.0
Sierra Leone,2021,113033.0
Singapore,2002,124.0
Singapore,2003,19.0
Singapore,2004,35.0
Singapore,2005,82.0
Singapore,2006,56.0
Singapore,2007,74.0
Singapore,2008,35.0
Singapore,2009,177.0
Singapore,2010,44.0
Singapore,2011,74.0
Singapore,2012,92.0
Singapore,2013,26.0
Singapore,2014,191.0
Singapore,2015,155.0
Singapore,2016,154.0
Singapore,2017,263.0
Singapore,2018,289.0
Singapore,2019,288.0
Singapore,2020,165.0
Singapore,2021,201.0
Slovak Republic,2002,4016.0
Slovak Republic,2003,3750.0
Slovak Republic,2004,4625.0
Slovak Republic,2005,27674.0
Slovak Republic,2006,8023.0
Slovak Republic,2007,9486.0
Slovak Republic,2008,13466.0
Slovak Republic,2009,11237.0
Slovak Republic,2010,17104.0
Slovak Republic,2011,11544.0
Slovak Republic,2012,9170.0
Slovak Republic,2013,5076.0
Slovak Republic,2014,17366.0
Slovak Republic,2015,5283.0
Slovak Republic,2016,16943.0
Slovak Republic,2017,14213.0
Slovak Republic,2018,17699.0
Slovak Republic,2019,10331.0
Slovak Republic,2020,11947.0
Slovak Republic,2021,6098.0
Slovenia,2002,724.0
Slovenia,2003,528.0
Slovenia,2004,1272.0
Slovenia,2005,1951.0
Slovenia,2006,1246.0
Slovenia,2007,2107.0
Slovenia,2008,1857.0
Slovenia,2009,1951.0
Slovenia,2010,1434.0
Slovenia,2011,1436.0
Slovenia,2012,906.0
Slovenia,2013,639.0
Slovenia,2014,5389.0
Slovenia,2015,1025.0
Slovenia,2016,5395.0
Slovenia,2017,4892.0
Slovenia,2018,8236.0
Slovenia,2019,3456.0
Slovenia,2020,3889.0
Slovenia,2021,2233.0
Solomon Islands,2002,3866.0
Solomon Islands,2003,2375.0
Solomon Islands,2004,3543.0
Solomon Islands,2005,6549.0
Solomon Islands,2006,5068.0
Solomon Islands,2007,5665.0
Solomon Islands,2008,8171.0
Solomon Islands,2009,6035.0
Solomon Islands,2010,6418.0
Solomon Islands,2011,5861.0
Solomon Islands,2012,8807.0
Solomon Islands,2013,9471.0
Solomon Islands,2014,16939.0
Solomon Islands,2015,14970.0
Solomon Islands,2016,17993.0
Solomon Islands,2017,19761.0
Solomon Islands,2018,17825.0
Solomon Islands,2019,16550.0
Solomon Islands,2020,14599.0
Solomon Islands,2021,12000.0
Somalia,2002,251.0
Somalia,2003,105.0
Somalia,2004,215.0
Somalia,2005,272.0
Somalia,2006,119.0
Somalia,2007,271.0
Somalia,2008,250.0
Somalia,2009,307.0
Somalia,2010,140.0
Somalia,2011,185.0
Somalia,2012,195.0
Somalia,2013,316.0
Somalia,2014,123.0
Somalia,2015,66.0
Somalia,2016,86.0
Somalia,2017,305.0
Somalia,2018,44.0
Somalia,2019,374.0
Somalia,2020,155.0
Somalia,2021,169.0
South Africa,2002,47680.0
South Africa,2003,92573.0
South Africa,2004,72602.0
South Africa,2005,104652.0
South Africa,2006,104943.0
South Africa,2007,47105.0
South Africa,2008,81376.0
South Africa,2009,67278.0
South Africa,2010,61759.0
South Africa,2011,69617.0
South Africa,2012,84897.0
South Africa,2013,56369.0
South Africa,2014,69667.0
South Africa,2015,70157.0
South Africa,2016,73546.0
South Africa,2017,94056.0
South Africa,2018,63667.0
South Africa,2019,76140.0
South Africa,2020,62247.0
South Africa,2021,52067.0
South Sudan,2002,8149.0
South Sudan,2003,2063.0
South Sudan,2004,10443.0
South Sudan,2005,10566.0
South Sudan,2006,8963.0
South Sudan,2007,9524.0
South Sudan,2008,9009.0
South Sudan,2009,8058.0
South Sudan,2010,3879.0
South Sudan,2011,9012.0
South Sudan,2012,6707.0
South Sudan,2013,4931.0
South Sudan,2014,6751.0
South Sudan,2015,2460.0
South Sudan,2016,4068.0
South Sudan,2017,6856.0
South Sudan,2018,2641.0
South Sudan,2019,3754.0
South Sudan,2020,2326.0
South Sudan,2021,2812.0
Spain,2002,37699.0
Spain,2003,23315.0
Spain,2004,67274.0
Spain,2005,48955.0
Spain,2006,72719.0
Spain,2007,60256.0
Spain,2008,44288.0
Spain,2009,67545.0
Spain,2010,56093.0
Spain,2011,39326.0
Spain,2012,80496.0
Spain,2013,63956.0
Spain,2014,74226.0
Spain,2015,65414.0
Spain,2016,107562.0
Spain,2017,98459.0
Spain,2018,119649.0
Spain,2019,71022.0
Spain,2020,101988.0
Spain,2021,85792.0
Sri Lanka,2002,3428.0
Sri Lanka,2003,3149.0
Sri Lanka,2004,5599.0
Sri Lanka,2005,4682.0
Sri Lanka,2006,7730.0
Sri Lanka,2007,10242.0
Sri Lanka,2008,6500.0
Sri Lanka,2009,13975.0
Sri Lanka,2010,7231.0
Sri Lanka,2011,14737.0
Sri Lanka,2012,14428.0
Sri Lanka,2013,7953.0
Sri Lanka,2014,12350.0
Sri Lanka,2015,7403.0
Sri Lanka,2016,17490.0
Sri Lanka,2017,13066.0
Sri Lanka,2018,13161.0
Sri Lanka,2019,10307.0
Sri Lanka,2020,11216.0
Sri Lanka,2021,13296.0
St. Kitts and Nevis,2002,20.0
St. Kitts and Nevis,2003,32.0
St. Kitts and Nevis,2004,25.0
St. Kitts and Nevis,2005,19.0
St. Kitts and Nevis,2006,20.0
St. Kitts and Nevis,2007,12.0
St. Kitts and Nevis,2008,23.0
St. Kitts and Nevis,2009,34.0
St. Kitts and Nevis,2010,19.0
St. Kitts and Nevis,2011,12.0
St. Kitts and Nevis,2012,11.0
St. Kitts and Nevis,2013,5.0
St. Kitts and Nevis,2014,4.0
St. Kitts and Nevis,2015,1.0
St. Kitts and Nevis,2016,8.0
St. Kitts and Nevis,2017,4.0
St. Kitts and Nevis,2018,5.0
St. Kitts and Nevis,2019,9.0
St. Kitts and Nevis,2020,10.0
St. Kitts and Nevis,2021,9.0
St. Lucia,2002,11.0
St. Lucia,2003,19.0
St. Lucia,2004,40.0
St. Lucia,2005,54.0
St. Lucia,2006,98.0
St. Lucia,2007,49.0
St. Lucia,2008,56.0
St. Lucia,2009,55.0
St. Lucia,2010,100.0
St. Lucia,2011,62.0
St. Lucia,2012,67.0
St. Lucia,2013,36.0
St. Lucia,2014,41.0
St. Lucia,2015,7.0
St. Lucia,2016,107.0
St. Lucia,2017,84.0
St. Lucia,2018,34.0
St. Lucia,2019,22.0
St. Lucia,2020,41.0
St. Lucia,2021,35.0
St. Vincent and the Grenadines,2002,8.0
St. Vincent and the Grenadines,2003,10.0
St. Vincent and the Grenadines,2004,21.0
St. Vincent and the Grenadines,2005,17.0
St. Vincent and the Grenadines,2006,10.0
St. Vincent and the Grenadines,2007,23.0
St. Vincent and the Grenadines,2008,42.0
St. Vincent and the Grenadines,2009,30.0
St. Vincent and the Grenadines,2010,66.0
St. Vincent and the Grenadines,2011,30.0
St. Vincent and the Grenadines,2012,25.0
St. Vincent and the Grenadines,2013,13.0
St. Vincent and the Grenadines,2014,11.0
St. Vincent and the Grenadines,2015,2.0
St. Vincent and the Grenadines,2016,16.0
St. Vincent and the Grenadines,2017,31.0
St. Vincent and the Grenadines,2018,17.0
St. Vincent and the Grenadines,2019,12.0
St. Vincent and the Grenadines,2020,7.0
St. Vincent and the Grenadines,2021,13.0
Sudan,2002,76.0
Sudan,2003,19.0
Sudan,2004,13.0
Sudan,2005,100.0
Sudan,2006,4.0
Sudan,2007,185.0
Sudan,2008,55.0
Sudan,2009,81.0
Sudan,2010,42.0
Sudan,2011,205.0
Sudan,2012,13.0
Sudan,2013,9.0
Sudan,2014,6.0
Sudan,2015,8.0
Sudan,2016,27.0
Sudan,2017,75.0
Sudan,2018,16.0
Sudan,2019,56.0
Sudan,2020,67.0
Sudan,2021,50.0
Suriname,2002,3717.0
Suriname,2003,4546.0
Suriname,2004,5423.0
Suriname,2005,3512.0
Suriname,2006,3404.0
Suriname,2007,3626.0
Suriname,2008,7511.0
Suriname,2009,7362.0
Suriname,2010,7000.0
Suriname,2011,5697.0
Suriname,2012,19502.0
Suriname,2013,10203.0
Suriname,2014,14748.0
Suriname,2015,11921.0
Suriname,2016,16878.0
Suriname,2017,18018.0
Suriname,2018,19001.0
Suriname,2019,18454.0
Suriname,2020,15096.0
Suriname,2021,12262.0
Sweden,2003,92619.0
Switzerland,2002,881.0
Switzerland,2003,433.0
Switzerland,2004,3830.0
Switzerland,2005,2321.0
Switzerland,2006,2049.0
Switzerland,2007,1852.0
Switzerland,2008,2419.0
Switzerland,2009,2274.0
Switzerland,2010,1738.0
Switzerland,2011,1940.0
Switzerland,2012,1518.0
Switzerland,2013,794.0
Switzerland,2014,1504.0
Switzerland,2015,773.0
Switzerland,2016,1679.0
Switzerland,2017,2542.0
Switzerland,2018,3134.0
Switzerland,2019,3519.0
Switzerland,2020,3928.0
Switzerland,2021,3456.0
Syrian Arab Republic,2002,148.0
Syrian Arab Republic,2003,115.0
Syrian Arab Republic,2004,107.0
Syrian Arab Republic,2005,792.0
Syrian Arab Republic,2006,281.0
Syrian Arab Republic,2007,1577.0
Syrian Arab Republic,2008,834.0
Syrian Arab Republic,2009,131.0
Syrian Arab Republic,2010,241.0
Syrian Arab Republic,2011,156.0
Syrian Arab Republic,2012,5371.0
Syrian Arab Republic,2013,1270.0
Syrian Arab Republic,2014,958.0
Syrian Arab Republic,2015,2393.0
Syrian Arab Republic,2016,1813.0
Syrian Arab Republic,2017,2147.0
Syrian Arab Republic,2018,903.0
Syrian Arab Republic,2019,1177.0
Syrian Arab Republic,2020,3038.0
Syrian Arab Republic,2021,2856.0
Tajikistan,2002,37.0
Tajikistan,2003,32.0
Tajikistan,2004,20.0
Tajikistan,2005,29.0
Tajikistan,2006,19.0
Tajikistan,2007,14.0
Tajikistan,2008,33.0
Tajikistan,2009,34.0
Tajikistan,2010,11.0
Tajikistan,2011,20.0
Tajikistan,2012,26.0
Tajikistan,2013,1.0
Tajikistan,2014,1.0
Tanzania,2002,85081.0
Tanzania,2003,84068.0
Tanzania,2004,66893.0
Tanzania,2005,91583.0
Tanzania,2006,85296.0
Tanzania,2007,121685.0
Tanzania,2009,143354.0
Tanzania,2010,138486.0
Tanzania,2011,137805.0
Tanzania,2015,111961.0
Tanzania,2019,142773.0
Thailand,2002,60882.0
Thailand,2003,58448.0
Thailand,2004,91835.0
Thailand,2005,84287.0
Thailand,2006,99821.0
Thailand,2007,92629.0
Thailand,2008,80143.0
Thailand,2009,132690.0
Thailand,2010,134984.0
Thailand,2011,94545.0
Thailand,2012,114508.0
Thailand,2013,84754.0
Thailand,2014,137615.0
Thailand,2015,120808.0
Thailand,2018,133533.0
Thailand,2019,129794.0
Thailand,2020,119414.0
Thailand,2021,122816.0
Timor-Leste,2002,1605.0
Timor-Leste,2003,691.0
Timor-Leste,2004,2062.0
Timor-Leste,2005,1311.0
Timor-Leste,2006,2929.0
Timor-Leste,2007,1556.0
Timor-Leste,2008,833.0
Timor-Leste,2009,2634.0
Timor-Leste,2010,649.0
Timor-Leste,2011,1463.0
Timor-Leste,2012,1887.0
Timor-Leste,2013,463.0
Timor-Leste,2014,1883.0
Timor-Leste,2015,863.0
Timor-Leste,2016,1296.0
Timor-Leste,2017,1713.0
Timor-Leste,2018,1244.0
Timor-Leste,2019,1501.0
Timor-Leste,2020,1459.0
Timor-Leste,2021,1431.0
Togo,2002,2021.0
Togo,2003,2054.0
Togo,2004,2761.0
Togo,2005,2048.0
Togo,2006,1688.0
Togo,2007,3187.0
Togo,2008,1178.0
Togo,2009,5580.0
Togo,2010,514.0
Togo,2011,1256.0
Togo,2012,1747.0
Togo,2013,2953.0
Togo,2014,2526.0
Togo,2015,940.0
Togo,2016,3464.0
Togo,2017,7186.0
Togo,2018,6784.0
Togo,2019,5230.0
Togo,2020,5507.0
Togo,2021,5898.0
Trinidad and Tobago,2002,726.0
Trinidad and Tobago,2003,726.0
Trinidad and Tobago,2004,734.0
Trinidad and Tobago,2005,1229.0
Trinidad and Tobago,2006,1756.0
Trinidad and Tobago,2007,1109.0
Trinidad and Tobago,2008,1270.0
Trinidad and Tobago,2009,1377.0
Trinidad and Tobago,2010,3407.0
Trinidad and Tobago,2011,375.0
Trinidad and Tobago,2012,714.0
Trinidad and Tobago,2013,759.0
Trinidad and Tobago,2014,1569.0
Trinidad and Tobago,2015,668.0
Trinidad and Tobago,2016,1351.0
Trinidad and Tobago,2017,739.0
Trinidad and Tobago,2018,947.0
Trinidad and Tobago,2019,658.0
Trinidad and Tobago,2020,860.0
Trinidad and Tobago,2021,316.0
Tunisia,2002,244.0
Tunisia,2003,1539.0
Tunisia,2004,319.0
Tunisia,2005,633.0
Tunisia,2006,354.0
Tunisia,2007,878.0
Tunisia,2008,718.0
Tunisia,2009,982.0
Tunisia,2010,398.0
Tunisia,2011,2204.0
Tunisia,2012,1415.0
Tunisia,2013,1300.0
Tunisia,2014,2385.0
Tunisia,2015,1880.0
Tunisia,2016,1455.0
Tunisia,2017,8526.0
Tunisia,2018,903.0
Tunisia,2019,573.0
Tunisia,2020,1062.0
Tunisia,2021,2079.0
Turkiye,2002,25722.0
Turkiye,2003,17744.0
Turkiye,2004,28978.0
Turkiye,2005,20411.0
Turkiye,2006,25885.0
Turkiye,2007,25344.0
Turkiye,2008,28891.0
Turkiye,2009,28108.0
Turkiye,2010,17008.0
Turkiye,2011,23888.0
Turkiye,2012,28467.0
Turkiye,2013,22543.0
Turkiye,2014,22005.0
Turkiye,2015,27735.0
Turkiye,2016,25633.0
Turkiye,2017,33901.0
Turkiye,2018,35668.0
Turkiye,2019,39118.0
Turkiye,2020,45349.0
Turkiye,2021,79284.0
Turkmenistan,2002,105.0
Turkmenistan,2003,85.0
Turkmenistan,2004,29.0
Turkmenistan,2005,31.0
Turkmenistan,2006,14.0
Turkmenistan,2007,38.0
Turkmenistan,2008,75.0
Turkmenistan,2009,13.0
Turkmenistan,2010,9.0
Turkmenistan,2011,17.0
Turkmenistan,2012,9.0
Turkmenistan,2014,1.0
Uganda,2002,10841.0
Uganda,2003,11980.0
Uganda,2004,18077.0
Uganda,2005,29172.0
Uganda,2006,28448.0
Uganda,2007,36627.0
Uganda,2008,36926.0
Uganda,2009,23293.0
Uganda,2010,34149.0
Uganda,2011,65067.0
Uganda,2012,29141.0
Uganda,2013,47750.0
Uganda,2014,54913.0
Uganda,2015,54021.0
Uganda,2016,67486.0
Uganda,2017,116902.0
Uganda,2018,86230.0
Uganda,2019,63268.0
Uganda,2020,73603.0
Uganda,2021,49245.0
Ukraine,2002,27077.0
Ukraine,2003,38955.0
Ukraine,2004,49493.0
Ukraine,2005,36558.0
Ukraine,2006,42130.0
Ukraine,2007,64266.0
Ukraine,2008,53016.0
Ukraine,2009,48322.0
Ukraine,2010,52441.0
Ukraine,2011,60356.0
Ukraine,2012,55521.0
Ukraine,2013,37712.0
Ukraine,2014,47187.0
Ukraine,2015,48914.0
Ukraine,2016,106761.0
Ukraine,2017,85861.0
Ukraine,2018,74423.0
Ukraine,2019,45144.0
Ukraine,2020,79461.0
Ukraine,2021,66593.0
United Kingdom,2002,20112.0
United Kingdom,2003,1875.0
United Kingdom,2004,24847.0
United Kingdom,2005,8873.0
United Kingdom,2006,21053.0
United Kingdom,2007,31222.0
United Kingdom,2008,12505.0
United Kingdom,2009,37710.0
United Kingdom,2010,28469.0
United Kingdom,2011,22657.0
United Kingdom,2012,35669.0
United Kingdom,2013,28596.0
United Kingdom,2014,30372.0
United Kingdom,2015,23997.0
United Kingdom,2016,28808.0
United Kingdom,2017,23042.0
United Kingdom,2018,26251.0
United Kingdom,2019,28377.0
United Kingdom,2020,22842.0
United Kingdom,2021,26216.0
Uruguay,2002,6870.0
Uruguay,2003,10612.0
Uruguay,2004,15126.0
Uruguay,2005,15919.0
Uruguay,2006,21029.0
Uruguay,2007,21530.0
Uruguay,2008,23597.0
Uruguay,2009,19280.0
Uruguay,2010,17826.0
Uruguay,2011,28001.0
Uruguay,2012,31388.0
Uruguay,2013,19263.0
Uruguay,2014,25643.0
Uruguay,2015,17548.0
Uruguay,2016,23688.0
Uruguay,2017,21859.0
Uruguay,2018,19528.0
Uruguay,2019,14519.0
Uruguay,2020,12682.0
Uruguay,2021,16999.0
Uzbekistan,2002,265.0
Uzbekistan,2003,53.0
Uzbekistan,2004,49.0
Uzbekistan,2005,21.0
Uzbekistan,2006,53.0
Uzbekistan,2007,43.0
Uzbekistan,2008,44.0
Uzbekistan,2009,96.0
Uzbekistan,2010,32.0
Uzbekistan,2011,33.0
Uzbekistan,2012,55.0
Uzbekistan,2013,25.0
Uzbekistan,2014,83.0
Uzbekistan,2017,2.0
Uzbekistan,2019,18.0
Uzbekistan,2020,3.0
Uzbekistan,2021,4.0
Vanuatu,2002,108.0
Vanuatu,2003,529.0
Vanuatu,2004,378.0
Vanuatu,2005,254.0
Vanuatu,2006,219.0
Vanuatu,2007,112.0
Vanuatu,2008,194.0
Vanuatu,2009,1096.0
Vanuatu,2010,308.0
Vanuatu,2011,607.0
Vanuatu,2012,198.0
Vanuatu,2013,1111.0
Vanuatu,2014,634.0
Vanuatu,2015,3476.0
Vanuatu,2016,1341.0
Vanuatu,2017,436.0
Vanuatu,2018,1031.0
Vanuatu,2019,252.0
Vanuatu,2020,3935.0
Vanuatu,2021,58.0
"Venezuela, RB",2002,90372.0
"Venezuela, RB",2003,87229.0
"Venezuela, RB",2004,90987.0
"Venezuela, RB",2005,94967.0
"Venezuela, RB",2006,85491.0
"Venezuela, RB",2007,114347.0
"Venezuela, RB",2008,120575.0
"Venezuela, RB",2009,142406.0
"Venezuela, RB",2010,101286.0
"Venezuela, RB",2011,74441.0
"Venezuela, RB",2012,105963.0
"Venezuela, RB",2013,64520.0
"Venezuela, RB",2014,100975.0
"Venezuela, RB",2015,61436.0
"Venezuela, RB",2018,112107.0
"Venezuela, RB",2019,140807.0
"Venezuela, RB",2020,139302.0
"Venezuela, RB",2021,64424.0
Viet Nam,2002,49625.0
Viet Nam,2003,43008.0
Viet Nam,2004,73881.0
Viet Nam,2005,102211.0
Viet Nam,2006,78777.0
Viet Nam,2007,80225.0
Viet Nam,2008,108286.0
Viet Nam,2009,137716.0
Viet Nam,2011,130786.0
Viet Nam,2013,132423.0
Zambia,2002,46240.0
Zambia,2003,41955.0
Zambia,2004,28488.0
Zambia,2005,57518.0
Zambia,2006,40501.0
Zambia,2007,53654.0
Zambia,2008,66180.0
Zambia,2009,117827.0
Zambia,2011,60076.0
Zambia,2012,129519.0
Zambia,2013,84832.0
Zambia,2014,115221.0
Zambia,2015,87591.0
Zambia,2016,141637.0
Zambia,2018,143944.0
Zambia,2019,124641.0
