,Year,Wheat yield
2590,1981,1.9925497
2591,1982,2.1778579
2592,1983,2.2681713
2593,1984,2.4663749
2594,1985,2.4119337
2595,1986,2.647856
2596,1987,2.6099045
2597,1988,2.689263
2598,1989,2.8448126
2599,1990,3.077942
2600,1991,2.7896225
2601,1992,3.1959913
2602,1993,3.1963844
2603,1994,3.1156378
2604,1995,3.1456473
2605,1996,3.1850753
2606,1997,3.2994728
2607,1998,3.3863752
2608,1999,3.2866604
2609,2000,3.3201597
2610,2001,3.4589298
2611,2002,3.5122046
2612,2003,3.239937
2613,2004,3.8591022
2614,2005,3.4945297
2615,2006,3.466638
2616,2007,3.3776755
2617,2008,4.0243526
2618,2009,3.7415423
2619,2010,3.6079357
2620,2011,3.7790456
2621,2012,3.5531032
2622,2013,3.9069097
2623,2014,4.2445946
2624,2015,4.1877956
2625,2016,4.028582
2626,2017,4.401447
2627,2018,3.9952097
2628,2019,4.265476
2629,2020,4.140596
2630,2021,4.2843595
2631,1961,1.2562
2632,1962,1.3269
2633,1963,1.0997
2634,1964,1.3518
2635,1965,1.2469
2636,1966,1.6035
2637,1967,1.5323
2638,1968,1.6744
2639,1969,1.5608
2640,1970,1.734
2641,1971,1.8973
2642,1972,1.8864
2643,1973,2.0695999
2644,1974,1.9478999
2645,1975,1.5950999
2646,1976,2.0484
2647,1977,1.9432
2648,1978,2.3351
2649,1979,2.0396
2650,1980,2.1891
2651,1981,1.9994999
2652,1982,2.1859
2653,1983,2.276
2654,1984,2.4773
2655,1985,2.4217
2656,1986,2.6585
2657,1987,2.6181998
2658,1988,2.6996
2659,1989,2.8562
2660,1990,3.0867
2661,1991,2.8012
2662,1992,3.2087
2663,1993,3.211
2664,1994,3.1324
2665,1995,3.1611
2666,1996,3.2071998
2667,1997,3.3165
2668,1998,3.4066
2669,1999,3.3040998
2670,2000,3.3202999
2671,2001,3.4591
2672,2002,3.5123
2673,2003,3.2401
2674,2004,3.8593998
2675,2005,3.4947
2676,2006,3.4668
2677,2007,3.3778
2678,2008,4.0246
2679,2009,3.7417
2680,2010,3.6081
2681,2011,3.7793
2682,2012,3.5532
2683,2013,3.9071
2684,2014,4.245
2685,2015,4.1879997
2686,2016,4.029
2687,2017,4.4017997
2688,2018,3.9956
2689,2019,4.2657
2690,2020,4.1408997
2691,2021,4.2848
2692,1961,1.7903835
2693,1962,2.035304
2694,1963,1.8787228
2695,1964,2.0240989
2696,1965,2.2633514
2697,1966,2.1365244
2698,1967,2.5208116
2699,1968,2.484229
2700,1969,2.4182365
2701,1970,2.3553653
2702,1971,2.8206909
2703,1972,2.8844895
2704,1973,3.0067844
2705,1974,3.1557353
2706,1975,2.9615376
2707,1976,3.08949
2708,1977,3.1446588
2709,1978,3.4929948
2710,1979,3.2390232
2711,1980,3.644172
2712,1981,3.4934328
2713,1982,3.7509725
2714,1983,3.5923145
2715,1984,4.500232
2716,1985,4.063678
2717,1986,4.0149064
2718,1987,4.1000333
2719,1988,4.427081
2720,1989,4.4448495
2721,1990,4.6018324
2722,1991,4.6733694
2723,1992,4.260317
2724,1993,4.241125
2725,1994,4.3923645
2726,1995,4.407734
2727,1996,4.622011
2728,1997,4.5068398
2729,1998,4.8836412
2730,1999,4.682663
2731,2000,4.726076
2732,2001,4.6342387
2733,2002,4.725744
2734,2003,4.321966
2735,2004,5.4388595
2736,2005,4.9003825
2737,2006,4.848373
2738,2007,4.6552033
2739,2008,5.438459
2740,2009,5.2109838
2741,2010,5.0678306
2742,2011,5.14676
2743,2012,5.055884
2744,2013,5.4586425
2745,2014,5.6741915
2746,2015,5.8137565
2747,2016,5.1683507
2748,2017,5.67756
2749,2018,5.2421904
2750,2019,5.758738
2751,2020,5.550718
2752,2021,5.746345
2753,1961,1.8074
2754,1962,2.0533
2755,1963,1.8971
2756,1964,2.0442998
2757,1965,2.2789
2758,1966,2.1413999
2759,1967,2.5365
2760,1968,2.4986
2761,1969,2.4308
2762,1970,2.3681
2763,1971,2.8358
2764,1972,2.8992
2765,1973,3.0253
2766,1974,3.1755
2767,1975,2.9689999
2768,1976,3.1022
2769,1977,3.1536
2770,1978,3.5088
2771,1979,3.2572
2772,1980,3.6529
2773,1981,3.5086
2774,1982,3.7682998
2775,1983,3.6072998
2776,1984,4.5206
2777,1985,4.0834
2778,1986,4.039
2779,1987,4.1145997
2780,1988,4.4463997
2781,1989,4.4672
2782,1990,4.6161
2783,1991,4.6927
2784,1992,4.2829
2785,1993,4.2676
2786,1994,4.4193
2787,1995,4.4316
2788,1996,4.6612997
2789,1997,4.5368
2790,1998,4.9144
2791,1999,4.7106
2792,2000,4.7261
2793,2001,4.6342
2794,2002,4.7257
2795,2003,4.322
2796,2004,5.4389
2797,2005,4.9003997
2798,2006,4.8483996
2799,2007,4.6552
2800,2008,5.4385
2801,2009,5.211
2802,2010,5.0678
2803,2011,5.1468
2804,2012,5.0559
2805,2013,5.4586
2806,2014,5.6742
2807,2015,5.8138
2808,2016,5.1684
2809,2017,5.6776
2810,2018,5.2422
2811,2019,5.7587
2812,2020,5.5506997
2813,2021,5.7462997
2814,1961,1.9435999
2815,1962,1.4753
2816,1963,1.6624999
2817,1964,1.7238
2818,1965,1.8745999
2819,1966,1.7615
2820,1967,2.0111
2821,1968,2.1417
2822,1969,2.3655999
2823,1970,2.3322
2824,1971,2.563
2825,1972,2.5862
2826,1973,2.4614
2827,1974,2.7307
2828,1975,2.8404999
2829,1976,2.9772
2830,1977,2.3148
2831,1978,2.0813
2832,1979,2.1029
2833,1980,2.8697
2834,1981,2.184
2835,1982,3.0469
2836,1983,3.4429998
2837,1984,3.1058
2838,1985,3.007
2839,1986,3.1912
2840,1987,2.0207999
2841,1988,2.6037998
2842,1989,3.3486998
2843,1990,3.4847
2844,1991,3.6390998
2845,1992,2.4152
2846,1993,3.6211998
2847,1994,3.7953
2848,1995,3.7686
2849,1996,4.0827
2850,1997,3.7187998
2851,1998,2.8929
2852,1999,2.1589
2853,2000,3.6007
2854,2001,3.3811
2855,2002,3.2584999
2856,2003,3.5493999
2857,2004,3.4738
2858,2005,3.7303998
2859,2006,3.5575
2860,2007,3.9329
2861,2008,3.6408
2862,2009,4.1026998
2863,2010,3.4299
2864,2011,3.8469
2865,2012,3.9027998
2866,2013,3.8214998
2867,2014,4.0696
2868,2015,4.1029997
2869,2016,3.8302999
2870,2017,4.1275997
2871,2018,2.8211
2872,2019,4.6264
2873,2020,3.4538
2874,2021,3.2352
2875,1850,0.7
2876,1911,1.3100001
2877,1934,1.4100001
2878,1950,1.8299999
2879,1961,2.395
2880,1962,3.0751998
2881,1963,2.6624
2882,1964,3.1534
2883,1965,3.2654998
2884,1966,2.8295999
2885,1967,3.6365
2886,1968,3.6641
2887,1969,3.5809
2888,1970,3.4222999
2889,1971,3.8614
2890,1972,4.5698
2891,1973,4.5067
2892,1974,4.5843997
2893,1975,3.8734
2894,1976,3.7721999
2895,1977,4.2303
2896,1978,5.0323
2897,1979,4.782
2898,1980,5.1809998
2899,1981,5.0109997
2900,1982,5.236
2901,1983,5.1274
2902,1984,6.4596996
2903,1985,5.9999
2904,1986,5.4487
2905,1987,5.5583997
2906,1988,6.1509
2907,1989,6.348
2908,1990,6.4786997
2909,1991,6.6763997
2910,1992,6.3992
2911,1993,6.4739
2912,1994,6.6685
2913,1995,6.5078998
2914,1996,7.1361
2915,1997,6.6288
2916,1998,7.6063
2917,1999,7.2395
2918,2000,7.1175
2919,2001,6.6169
2920,2002,7.4455
2921,2003,6.25
2922,2004,7.5787997
2923,2005,6.9887
2924,2006,6.7414
2925,2007,6.2542
2926,2008,7.1018
2927,2009,7.4477997
2928,2010,7.0404997
2929,2011,6.6563
2930,2012,7.1512
2931,2013,7.2655997
2932,2014,7.3529997
2933,2015,7.8008
2934,2016,5.2896
2935,2017,7.2538
2936,2018,6.7679996
2937,2019,7.7427998
2938,2020,6.6802998
2939,2021,6.9284
2940,1992,1.7673999
2941,1993,1.425
2942,1994,1.3244
2943,1995,1.3032
2944,1996,1.4038999
2945,1997,1.7109
2946,1998,1.0871999
2947,1999,2.0325
2948,2000,1.043
2949,2001,2.6883
2950,2002,1.6983999
2951,2003,1.9346999
2952,2004,1.8165
2953,2005,1.9889
2954,2006,1.2469
2955,2007,1.6682
2956,2008,1.6833999
2957,2009,1.0737
2958,2010,1.0188999
2959,2011,2.0684
2960,2012,1.6989
2961,2013,1.8367
2962,2014,1.3533
2963,2015,2.5791
2964,2016,2.5732
2965,2017,2.2149
2966,2018,2.4733999
2967,2019,2.3341
2968,2020,2.2022
2969,2021,2.7017999
2970,1850,0.98999995
2971,1911,2.42
2972,1934,2.0
2973,1950,2.6200001
2974,1961,2.8607
2975,1962,3.3897998
2976,1963,3.3934
2977,1964,3.4845
2978,1965,3.2321
2979,1966,3.2324998
2980,1967,4.0216
2981,1968,4.2162
2982,1969,3.8876998
2983,1970,3.7264
2984,1971,4.4228997
2985,1972,4.038
2986,1973,4.3477
2987,1974,4.6257
2988,1975,4.3188
2989,1976,3.9343998
2990,1977,4.3553
2991,1978,4.8869
2992,1979,4.7776
2993,1980,4.7388997
2994,1981,4.8796997
2995,1982,5.2433
2996,1983,5.2084
2997,1984,5.9330997
2998,1985,5.8294997
2999,1986,6.0919
3000,1987,5.7757
3001,1988,6.2265997
3002,1989,5.6815
3003,1990,6.2734
3004,1991,6.7711997
3005,1992,5.9811
3006,1993,6.5841
3007,1994,6.7683997
3008,1995,6.8882
3009,1996,7.2932
3010,1997,7.2901998
3011,1998,7.2035
3012,1999,7.5411
3013,2000,7.2826
3014,2001,7.8827
3015,2002,6.9055996
3016,2003,6.4985
3017,2004,8.171599
3018,2005,7.4651
3019,2006,7.2007
3020,2007,6.9610996
3021,2008,8.087299
3022,2009,7.8090997
3023,2010,7.212
3024,2011,7.0139
3025,2012,7.3311996
3026,2013,7.9979
3027,2014,8.6296
3028,2015,8.0877
3029,2016,7.6408997
3030,2017,7.6443
3031,2018,6.6737
3032,2019,7.3964
3033,2020,7.8195
3034,2021,7.3015
3035,1850,0.46
3036,1911,0.98
3037,1934,0.92
3038,1950,1.02
3039,1961,1.3026
3040,1962,1.4433
3041,1963,1.3141999
3042,1964,1.653
3043,1965,1.6468999
3044,1966,1.7839999
3045,1967,1.8419
3046,1968,1.4283999
3047,1969,1.5985999
3048,1970,1.9806
3049,1971,1.9926
3050,1972,1.9977
3051,1973,1.9905
3052,1974,2.3504
3053,1975,2.2919
3054,1976,2.5521
3055,1977,1.8813
3056,1978,2.7213
3057,1979,2.4301
3058,1980,2.9348
3059,1981,2.7556
3060,1982,2.8778
3061,1983,2.0925
3062,1984,2.6713
3063,1985,2.0463998
3064,1986,2.6311
3065,1987,2.5971
3066,1988,2.8151999
3067,1989,3.0163
3068,1990,1.9332
3069,1991,3.1183
3070,1992,2.4315
3071,1993,2.2951999
3072,1994,2.751
3073,1995,2.6341
3074,1996,2.4148998
3075,1997,2.4171999
3076,1998,2.4378998
3077,1999,2.391
3078,2000,2.6666
3079,2001,2.5096
3080,2002,2.3432
3081,2003,2.0075998
3082,2004,2.4757
3083,2005,2.4057999
3084,2006,2.2858999
3085,2007,2.2352998
3086,2008,2.7768998
3087,2009,2.7436
3088,2010,2.6044
3089,2011,2.7003999
3090,2012,2.665
3091,2013,2.7777
3092,2014,2.7466
3093,2015,2.905
3094,2016,2.8927999
3095,2017,2.9284
3096,2018,2.6526
3097,2019,2.7939
3098,2020,3.0772998
3099,2021,2.9075
3100,1961,0.7319
3101,1962,0.82
3102,1963,0.9371
3103,1964,0.93039995
3104,1965,0.9914
3105,1966,0.958
3106,1967,0.86869997
3107,1968,1.0975
3108,1969,1.0313
3109,1970,1.1003
3110,1971,1.2242
3111,1972,1.3694999
3112,1973,1.6853
3113,1974,1.1764
3114,1975,1.1757
3115,1976,1.3054999
3116,1977,1.2444999
3117,1978,1.1377
3118,1979,1.5715
3119,1980,1.4614999
3120,1981,1.7556
3121,1982,1.6413
3122,1983,2.0976
3123,1984,2.8167999
3124,1985,1.7078999
3125,1986,1.9986
3126,1987,2.0026
3127,1988,1.9965999
3128,1989,1.9993
3129,1990,1.9983
3130,1991,2.0124
3131,1992,2.0
3132,1993,1.9923999
3133,1994,2.1025
3134,1995,2.0987
3135,1996,2.102
3136,1997,2.0407999
3137,1998,1.9720999
3138,1999,1.9633
3139,2000,2.0934
3140,2001,2.9638
3141,2002,1.9145999
3142,2003,2.0249
3143,2004,2.0184
3144,2005,2.1288
3145,2006,2.2712
3146,2007,2.2229
3147,2008,2.4013
3148,2009,2.2131
3149,2010,2.0574
3150,2011,2.0509
3151,2012,2.1677
3152,2013,2.024
3153,2014,2.1771
3154,2015,2.1255
3155,2016,2.1288
3156,2017,2.1267
3157,2018,2.1090999
3158,2019,2.1448998
3159,2020,2.1469998
3160,2021,2.1395
3161,1961,1.5435874
3162,1962,1.8075119
3163,1963,1.789886
3164,1964,1.8037739
3165,1965,1.8667892
3166,1966,1.9208883
3167,1967,1.8402666
3168,1968,1.9970782
3169,1969,2.0650811
3170,1970,2.1285887
3171,1971,2.347515
3172,1972,2.2455473
3173,1973,2.295592
3174,1974,2.2470274
3175,1975,2.257009
3176,1976,2.284534
3177,1977,2.2425923
3178,1978,2.5513883
3179,1979,2.400789
3180,1980,2.4506078
3181,1981,2.4973645
3182,1982,2.5496485
3183,1983,2.759353
3184,1984,2.9535706
3185,1985,2.794827
3186,1986,2.829372
3187,1987,2.9059246
3188,1988,2.8216002
3189,1989,2.8910074
3190,1990,3.1748133
3191,1991,3.1488602
3192,1992,3.114583
3193,1993,3.1221757
3194,1994,3.187998
3195,1995,3.0789604
3196,1996,3.2761362
3197,1997,3.2680502
3198,1998,3.5050395
3199,1999,3.434941
3200,2000,3.4839313
3201,2001,3.265433
3202,2002,3.3887873
3203,2003,3.1709075
3204,2004,3.7703106
3205,2005,3.5062475
3206,2006,3.4793718
3207,2007,3.2420912
3208,2008,3.656012
3209,2009,3.6385984
3210,2010,3.6378958
3211,2011,3.7119148
3212,2012,3.7074685
3213,2013,3.8980465
3214,2014,3.9655104
3215,2015,3.9722261
3216,2016,4.0301514
3217,2017,4.1669207
3218,2018,3.850243
3219,2019,4.198641
3220,2020,4.0556216
3221,2021,3.9506795
3222,1961,0.78239995
3223,1962,0.8084
3224,1963,0.82949996
3225,1964,0.8034
3226,1965,0.8771
3227,1966,0.87619996
3228,1967,0.8742
3229,1968,0.8799
3230,1969,0.82949996
3231,1970,0.82949996
3232,1971,0.8526
3233,1972,0.875
3234,1973,0.875
3235,1974,0.8333
3236,1975,0.8333
3237,1976,0.8333
3238,1977,0.8333
3239,1978,1.0
3240,1979,0.77779996
3241,1980,0.77779996
3242,1981,0.6364
3243,1982,0.6364
3244,1983,0.5909
3245,1984,0.5909
3246,1985,0.59999996
3247,1986,0.59999996
3248,1987,0.5909
3249,1988,0.5667
3250,1989,0.5833
3251,1990,0.5769
3252,1991,0.5815
3253,1992,0.5926
3254,1993,0.5821
3255,1994,0.6071
3256,1995,0.5947
3257,1996,0.6004
3258,1997,0.6667
3259,1998,0.5
3260,1999,0.475
3261,2000,0.5257
3262,2001,0.5302
3263,2002,0.5304
3264,2003,0.5
3265,2004,0.5273
3266,2005,0.5312
3267,2006,0.53529996
3268,2007,0.5395
3269,2008,0.5438
3270,2009,0.575
3271,2010,0.55079997
3272,2011,0.5421
3273,2012,0.5488
3274,2013,0.55
3275,2014,0.5421
3276,2015,0.5408
3277,2016,0.5384
3278,2017,0.53709996
3279,2018,0.5395
3280,2019,0.5428
3281,2020,0.5331
3282,2021,0.5385
3283,1911,1.32
3284,1934,1.13
3285,1950,1.38
3286,1961,1.9095
3287,1962,1.7888
3288,1963,1.5708
3289,1964,1.8556999
3290,1965,2.1703
3291,1966,2.1711
3292,1967,2.5895
3293,1968,2.5244
3294,1969,2.7141
3295,1970,2.1369998
3296,1971,3.0809
3297,1972,3.109
3298,1973,3.4793
3299,1974,3.7519999
3300,1975,3.2036
3301,1976,3.8844998
3302,1977,4.0566
3303,1978,4.2871
3304,1979,3.2667
3305,1980,4.7643
3306,1981,4.0098
3307,1982,4.3999
3308,1983,4.4172997
3309,1984,5.433
3310,1985,4.8448997
3311,1986,4.3622
3312,1987,4.4192
3313,1988,5.4858
3314,1989,5.2643
3315,1990,5.0771
3316,1991,5.19
3317,1992,4.0699997
3318,1993,3.0649
3319,1994,4.6033
3320,1995,4.1644
3321,1996,3.2779999
3322,1997,4.2153
3323,1998,4.139
3324,1999,3.5948
3325,2000,3.6044
3326,2001,4.3104997
3327,2002,3.5212
3328,2003,2.6408
3329,2004,5.1173997
3330,2005,4.5
3331,2006,4.0719
3332,2007,3.5874999
3333,2008,5.0024
3334,2009,3.8546
3335,2010,3.7038
3336,2011,4.1994
3337,2012,3.7484999
3338,2013,4.6386
3339,2014,4.7288
3340,2015,5.1796
3341,2016,5.3654
3342,2017,5.4287
3343,2018,5.1243997
3344,2019,5.2949
3345,2020,5.468
3346,2021,5.9254
3347,1961,0.85069996
3348,1962,0.8896
3349,1963,0.79289997
3350,1964,0.7299
3351,1965,0.91319996
3352,1966,0.8268
3353,1967,0.8874
3354,1968,1.1028
3355,1969,1.1688
3356,1970,1.2085999
3357,1971,1.3066
3358,1972,1.3799
3359,1973,1.2708
3360,1974,1.1718999
3361,1975,1.3384
3362,1976,1.4103
3363,1977,1.3866
3364,1978,1.4798
3365,1979,1.5683
3366,1980,1.4355999
3367,1981,1.6299
3368,1982,1.6912999
3369,1983,1.8158
3370,1984,1.8432
3371,1985,1.8700999
3372,1986,2.046
3373,1987,1.9161999
3374,1988,2.0019
3375,1989,2.2444
3376,1990,2.1211
3377,1991,2.2814
3378,1992,2.394
3379,1993,2.3267
3380,1994,2.3796
3381,1995,2.559
3382,1996,2.4828
3383,1997,2.6789
3384,1998,2.4852
3385,1999,2.5901
3386,2000,2.7784998
3387,2001,2.7080998
3388,2002,2.7621
3389,2003,2.61
3390,2004,2.7131999
3391,2005,2.6016
3392,2006,2.6188
3393,2007,2.7079
3394,2008,2.8021998
3395,2009,2.9071
3396,2010,2.8395
3397,2011,2.9886
3398,2012,3.1775
3399,2013,3.1538
3400,2014,3.1457
3401,2015,2.7496
3402,2016,3.0339
3403,2017,3.1999
3404,2018,3.3681998
3405,2019,3.5333998
3406,2020,3.4398
3407,2021,3.4668999
3408,1961,0.797
3409,1962,0.77599996
3410,1963,0.7259
3411,1964,0.70879996
3412,1965,0.7761
3413,1966,0.79999995
3414,1967,0.79999995
3415,1968,0.79999995
3416,1969,0.79999995
3417,1970,0.80009997
3418,1971,0.726
3419,1972,0.8312
3420,1973,0.8084
3421,1974,0.7977
3422,1975,0.91889995
3423,1976,1.0494
3424,1977,1.0122
3425,1978,1.0401
3426,1979,1.1258
3427,1980,0.98249996
3428,1981,0.90169996
3429,1982,1.0756
3430,1983,0.98579997
3431,1984,1.082
3432,1985,1.0704
3433,1986,1.1987
3434,1987,1.1532999
3435,1988,1.1079999
3436,1989,0.9605
3437,1990,1.2760999
3438,1991,1.4199
3439,1992,1.533
3440,1993,1.5766
3441,1994,1.6028
3442,1995,1.7096
3443,1996,1.5827
3444,1997,1.5947
3445,1998,1.9346
3446,1999,1.8300999
3447,2000,1.5856
3448,2001,1.7033
3449,2002,1.995
3450,2003,2.0969
3451,2004,2.2056
3452,2005,2.0585
3453,2006,2.1317
3454,2007,2.1996999
3455,2008,1.3342999
3456,2009,1.8191999
3457,2010,1.8337
3458,2011,1.3607999
3459,2012,1.3482
3460,2013,1.4538
3461,2014,1.7452999
3462,2015,2.0159
3463,2016,2.4612
3464,2017,1.9466
3465,2018,1.9466
3466,2019,1.7993
3467,2020,1.5590999
3468,2021,1.5590999
3469,1961,0.7794
3470,1962,0.7754
3471,1963,0.5744
3472,1964,0.62079996
3473,1965,0.7181
3474,1966,0.6354
3475,1967,0.63699996
3476,1968,1.0246999
3477,1969,0.90999997
3478,1970,0.8829
3479,1971,0.86719996
3480,1972,1.3743
3481,1973,0.8279
3482,1974,0.81979996
3483,1975,0.6006
3484,1976,0.86869997
3485,1977,0.81119996
3486,1978,0.6083
3487,1979,0.6354
3488,1980,0.7101
3489,1981,0.7564
3490,1982,0.826
3491,1983,0.70589995
3492,1984,0.9558
3493,1985,0.91249996
3494,1986,0.8355
3495,1987,0.8408
3496,1988,0.8925
3497,1989,0.83739996
3498,1990,1.0129
3499,1991,0.8056
3500,1992,0.5999
3501,1993,0.5897
3502,1994,0.7431
3503,1995,0.8052
3504,1996,0.8667
3505,1997,0.75659996
3506,1998,0.8071
3507,1999,0.61539996
3508,2000,0.32
3509,2001,0.7405
3510,2002,1.5703
3511,2003,1.359
3512,2004,1.1898
3513,2005,0.8738
3514,2006,1.3783
3515,2007,1.4031
3516,2008,1.3678
3517,2009,1.8756
3518,2010,1.9871999
3519,2011,1.9552
3520,2012,2.4180999
3521,2013,2.3068
3522,2014,2.3964
3523,2015,2.8616998
3524,2016,3.3181
3525,2017,2.8392
3526,2018,2.7789
3527,2019,2.8144
3528,2020,2.9445
3529,2021,2.6597
3530,1961,3.3676
3531,1962,3.4548
3532,1963,3.1920998
3533,1964,3.1304
3534,1965,3.156
3535,1966,3.4877
3536,1967,3.8797
3537,1968,4.5562997
3538,1969,4.3946
3539,1970,4.0234
3540,1971,4.1811
3541,1972,3.9773
3542,1973,3.9143
3543,1974,4.2967
3544,1975,4.3746
3545,1976,3.9694998
3546,1977,5.1653
3547,1978,5.1201997
3548,1979,5.1591
3549,1980,5.1321
3550,1981,5.8012
3551,1982,7.0053
3552,1983,6.5593
3553,1984,7.7878
3554,1985,6.338
3555,1986,5.5716
3556,1987,7.065
3557,1988,7.7644997
3558,1989,7.5618
3559,1990,8.5307
3560,1991,7.8645997
3561,1992,7.8808
3562,1993,6.8055997
3563,1994,7.7193
3564,1995,8.246099
3565,1996,8.9965
3566,1997,7.7209997
3567,1998,8.031
3568,1999,8.7664995
3569,2000,9.4538
3570,2001,9.0601
3571,2002,8.444
3572,2003,8.2978
3573,2004,9.9241
3574,2005,8.4317
3575,2006,9.1543
3576,2007,8.4626
3577,2008,8.9684
3578,2009,8.1669
3579,2010,8.6015
3580,2011,9.8640995
3581,2012,7.2235
3582,2013,8.9983
3583,2014,10.014
3584,2015,10.6677
3585,2016,9.539
3586,2017,10.1672
3587,2018,8.373199
3588,2019,9.378699
3589,2020,7.7658997
3590,2021,10.0767
3591,1961,1.0476999
3592,1962,1.0864
3593,1963,1.0449
3594,1964,2.2658
3595,1965,2.0837998
3596,1966,1.3163999
3597,1967,2.3655999
3598,1968,1.7148
3599,1969,1.382
3600,1970,1.1637
3601,1971,1.7663
3602,1972,2.7733998
3603,1973,2.4004
3604,1974,2.4545
3605,1975,2.3285
3606,1976,1.8988999
3607,1977,2.1178
3608,1978,1.9209
3609,1979,1.5564
3610,1980,2.5935
3611,1981,2.0695
3612,1982,1.6408
3613,1983,3.2647998
3614,1984,1.5051999
3615,1985,1.5522
3616,1986,1.8659999
3617,1987,3.1401
3618,1988,2.3934
3619,1989,2.1972
3620,1990,3.2031
3621,1991,2.1327
3622,1992,2.8923
3623,1993,2.7182999
3624,1994,1.3156999
3625,1995,3.0370998
3626,1996,2.2848
3627,1997,1.4054999
3628,1998,1.8076999
3629,1999,0.45639998
3630,2000,1.4653
3631,2001,1.9431
3632,2002,2.1162
3633,2003,2.5312
3634,2004,2.1883
3635,2005,2.3458
3636,2006,1.5453
3637,2007,1.8500999
3638,2008,1.1457
3639,2009,2.0646
3640,2010,1.7507
3641,2011,2.3402998
3642,2012,3.2670999
3643,2013,2.7839
3644,2014,2.2695
3645,2015,3.4055
3646,2016,3.8444
3647,2017,1.6115999
3648,2018,1.3327
3649,2019,2.0521
3650,2020,2.3011
3651,2021,2.3313
3652,1850,0.67
3653,1911,1.0500001
3654,1934,1.0100001
3655,1950,1.52
3656,1961,1.9102999
3657,1962,2.0846999
3658,1963,1.8493999
3659,1964,1.9476999
3660,1965,2.2796
3661,1966,2.1992
3662,1967,2.3918
3663,1968,2.2559
3664,1969,2.2724
3665,1970,2.3411999
3666,1971,2.556
3667,1972,2.4329998
3668,1973,2.4543
3669,1974,2.5797
3670,1975,2.6746
3671,1976,2.5693998
3672,1977,2.2308
3673,1978,2.6469998
3674,1979,2.6013
3675,1980,2.6864998
3676,1981,2.7098
3677,1982,2.6959
3678,1983,2.6155
3679,1984,3.072
3680,1985,2.7886
3681,1986,2.9027998
3682,1987,3.039
3683,1988,2.7649999
3684,1989,2.5184
3685,1990,2.9243
3686,1991,3.5094
3687,1992,3.5505998
3688,1993,3.5533
3689,1994,3.4796
3690,1995,3.2013
3691,1996,3.317
3692,1997,2.8562999
3693,1998,3.5818
3694,1999,3.2433999
3695,2000,3.2133
3696,2001,2.8012998
3697,2002,3.1246998
3698,2003,2.7482
3699,2004,3.6697998
3700,2005,3.6352
3701,2006,3.7294998
3702,2007,3.4136999
3703,2008,3.8688998
3704,2009,3.5858998
3705,2010,3.7421
3706,2011,3.8335
3707,2012,4.1293
3708,2013,3.8441
3709,2014,3.8107
3710,2015,3.928
3711,2016,4.203
3712,2017,3.8562
3713,2018,3.8999
3714,2019,3.8409
3715,2020,3.9248
3716,2021,4.2248
3717,1961,2.7454998
3718,1962,2.5405
3719,1963,1.2257999
3720,1964,2.4479
3721,1965,2.7043
3722,1966,2.4311
3723,1967,2.7193
3724,1968,3.139
3725,1969,2.6454
3726,1970,2.0663
3727,1971,2.6476
3728,1972,2.4968998
3729,1973,2.7008998
3730,1974,2.7983
3731,1975,2.6864
3732,1976,2.4961
3733,1977,2.7488
3734,1978,3.2740998
3735,1979,3.6329
3736,1980,3.0497
3737,1981,2.6176
3738,1982,3.2563999
3739,1983,3.031
3740,1984,3.1931999
3741,1985,3.7359
3742,1986,3.567
3743,1987,3.1859
3744,1988,3.6206
3745,1989,3.4689999
3746,1990,3.6539998
3747,1991,3.1797
3748,1992,3.5370998
3749,1993,3.4738998
3750,1994,3.7182
3751,1995,2.9319
3752,1996,3.0163999
3753,1997,3.6387
3754,1998,3.5110998
3755,1999,3.4543998
3756,2000,3.7607
3757,2001,3.5546
3758,2002,4.001
3759,2003,4.0334997
3760,2004,4.0466
3761,2005,4.097
3762,2006,3.8351
3763,2007,4.3399997
3764,2008,4.2202997
3765,2009,3.2366998
3766,2010,2.7612
3767,2011,3.5286
3768,2012,4.1004
3769,2013,3.8616
3770,2014,4.0094
3771,2015,4.7114
3772,2016,3.6883998
3773,2017,4.2708
3774,2018,3.6097
3775,2019,4.9007998
3776,2020,4.4652
3777,2021,4.9863997
3778,1961,0.5058
3779,1962,0.3929
3780,1963,0.3685
3781,1964,0.9934
3782,1965,0.9964
3783,1966,0.47289997
3784,1967,0.7399
3785,1968,0.4353
3786,1969,0.97129995
3787,1970,0.243
3788,1971,0.689
3789,1972,0.94519997
3790,1973,0.4447
3791,1974,0.993
3792,1975,0.422
3793,1976,0.4867
3794,1977,0.49409997
3795,1978,0.3962
3796,1979,0.1664
3797,1980,1.0027
3798,1981,0.5105
3799,1982,0.5124
3800,1983,0.9109
3801,1984,0.774
3802,1985,0.6659
3803,1986,0.6619
3804,1987,0.9978
3805,1988,1.1269
3806,1989,1.008
3807,1990,1.4461
3808,1991,1.2021999
3809,1992,1.4692999
3810,1993,1.5195
3811,1994,1.5767
3812,1995,1.4413999
3813,1996,1.5054
3814,1997,1.1018
3815,1998,1.2476
3816,1999,2.2633
3817,2000,1.3971
3818,2001,1.4345
3819,2002,1.3367
3820,2003,1.428
3821,2004,1.2272999
3822,2005,1.1731
3823,2006,0.8517
3824,2007,1.0114
3825,2008,0.629
3826,2009,0.7862
3827,2010,1.0307
3828,2011,1.3817999
3829,2012,1.2391
3830,2013,1.3339
3831,2014,1.1926
3832,2015,0.9852
